time,iteration,gpu_name,label,mclk,gpcclk,power,unit(V),unit(I),perf,total_fb_power
10:00:15,0,GA104,FBVDD_GPU_V_GA104_Hynix_1x ,7000,1200,5115.479700000001,Voltages(V),Current(mA),54.83,25057.161405
10:00:15,0,GA104,FBVDD_MEM_V_GA104_Hynix_1x ,7000,1200,19941.681705,Voltages(V),Current(mA),54.83,25057.161405
10:00:15,0,GA104,FBVDD_GPU_V_GA102 ,7000,1200,3339.357541,Voltages(V),Current(mA),54.83,7065.261618999999
10:00:15,0,GA104,FBVDD_MEM_V_GA102 ,7000,1200,3725.9040779999996,Voltages(V),Current(mA),54.83,7065.261618999999
time,iteration,gpu_name,label,mclk,gpcclk,power,unit(V),unit(I),perf,total_fb_power
10:00:15,1,GA104,FBVDD_GPU_V_GA104_Hynix_1x ,7000,1200,5115.479700000001,Voltages(V),Current(mA),54.83,25057.161405
10:00:15,1,GA104,FBVDD_MEM_V_GA104_Hynix_1x ,7000,1200,19941.681705,Voltages(V),Current(mA),54.83,25057.161405
10:00:15,1,GA104,FBVDD_GPU_V_GA102 ,7000,1200,3339.357541,Voltages(V),Current(mA),54.83,7065.261618999999
10:00:15,1,GA104,FBVDD_MEM_V_GA102 ,7000,1200,3725.9040779999996,Voltages(V),Current(mA),54.83,7065.261618999999
