time,iteration,gpu_name,label,mclk,gpcclk,power,unit(V),unit(I),perf,total_fb_power
10:03:09,0,GA104,FBVDD_GPU_V_GA104_Hynix_1x ,7000,1200,4945.182837,Voltages(V),Current(mA),51.69,24207.694897
10:03:09,0,GA104,FBVDD_MEM_V_GA104_Hynix_1x ,7000,1200,19262.51206,Voltages(V),Current(mA),51.69,24207.694897
10:03:09,0,GA104,FBVDD_GPU_V_GA102 ,7000,1200,3004.9125120000003,Voltages(V),Current(mA),51.69,6430.938167
10:03:09,0,GA104,FBVDD_MEM_V_GA102 ,7000,1200,3426.025655,Voltages(V),Current(mA),51.69,6430.938167
time,iteration,gpu_name,label,mclk,gpcclk,power,unit(V),unit(I),perf,total_fb_power
10:03:09,1,GA104,FBVDD_GPU_V_GA104_Hynix_1x ,7000,1200,4945.182837,Voltages(V),Current(mA),51.69,24207.694897
10:03:09,1,GA104,FBVDD_MEM_V_GA104_Hynix_1x ,7000,1200,19262.51206,Voltages(V),Current(mA),51.69,24207.694897
10:03:09,1,GA104,FBVDD_GPU_V_GA102 ,7000,1200,3004.9125120000003,Voltages(V),Current(mA),51.69,6430.938167
10:03:09,1,GA104,FBVDD_MEM_V_GA102 ,7000,1200,3426.025655,Voltages(V),Current(mA),51.69,6430.938167
