time,gpu_name,label,mclk,gpcclk,power,unit(V),unit(I),perf,total_fb_power
17:29:31,GA104,FBVDD_GPU_V_GA104_Hynix_1x ,7000,1200,5410.565044,Voltages(V),Current(mA),50.70,24862.920702
17:29:31,GA104,FBVDD_MEM_V_GA104_Hynix_1x ,7000,1200,19452.355658,Voltages(V),Current(mA),50.70,24862.920702
17:29:31,GA104,FBVDD_GPU_V_GA102 ,7000,1200,3339.9493789999997,Voltages(V),Current(mA),50.70,7077.887049999999
17:29:31,GA104,FBVDD_MEM_V_GA102 ,7000,1200,3737.9376709999997,Voltages(V),Current(mA),50.70,7077.887049999999
